WARNING *** file size (719348) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13
"City of Chicago, Illinois",,,,,,,,,District Canvass,,,
RunOff & Suppl Aldermanic,,,,,,,,,"April 2, 2019",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,"1     Mayor
2     Treasurer",,,,,,,,,,
,,,,,,,1,1,,,2,2
ward_precinct,,Registered,Ballots Cast,Turnout (%),,,LORI LIGHTFOOT,TONI PRECKWINKLE,,,MELISSA CONYEARS-ERVIN,AMEYA PAWAR
Ward 35 Precinct 01,Total,870,239,27.47,,,133,106,,,79,148
Ward 35 Precinct 02,Total,816,360,44.12,,,267,93,,,126,214
Ward 35 Precinct 03,Total,850,188,22.12,,,106,81,,,59,117
Ward 35 Precinct 04,Total,790,241,30.51,,,165,76,,,92,140
Ward 35 Precinct 05,Total,777,210,27.03,,,136,74,,,75,123
Ward 35 Precinct 06,Total,856,190,22.20,,,107,83,,,68,111
Ward 35 Precinct 07,Total,817,240,29.38,,,135,105,,,74,159
Ward 35 Precinct 08,Total,871,235,26.98,,,137,98,,,102,125
Ward 35 Precinct 11,Total,965,264,27.36,,,158,106,,,91,157
Ward 35 Precinct 12,Total,771,118,15.30,,,79,39,,,76,36
Ward 35 Precinct 13,Total,798,102,12.78,,,68,34,,,55,44
Ward 35 Precinct 14,Total,769,162,21.07,,,118,44,,,73,80
Ward 35 Precinct 15,Total,999,268,26.83,,,140,127,,,90,161
Ward 35 Precinct 16,Total,716,100,13.97,,,75,24,,,49,42
Ward 35 Precinct 17,Total,910,284,31.21,,,170,112,,,106,155
Ward 35 Precinct 18,Total,751,135,17.98,,,95,38,,,69,60
Ward 35 Precinct 19,Total,742,116,15.63,,,85,29,,,60,48
Ward 35 Precinct 20,Total,863,207,23.99,,,146,61,,,77,123
Ward 35 Precinct 21,Total,854,229,26.81,,,159,70,,,105,115
Ward 35 Precinct 22,Total,1061,280,26.39,,,180,100,,,109,159
Ward 35 Precinct 23,Total,833,264,31.69,,,199,64,,,97,156
Ward 35 Precinct 24,Total,813,235,28.91,,,181,54,,,106,115
Ward 35 Precinct 25,Total,821,247,30.09,,,149,97,,,82,155
Ward 35 Precinct 26,Total,767,227,29.60,,,167,60,,,100,119
Ward 35 Precinct 28,Total,812,256,31.53,,,191,64,,,84,160
Ward 35 Precinct 29,Total,935,182,19.47,,,118,62,,,95,75
Ward 35 Precinct 30,Total,886,187,21.11,,,143,43,,,89,95
Ward 35 Precinct 31,Total,820,269,32.80,,,201,65,,,105,148
,,,,,,,,,,,,
Ward 35,Total,23533,6035,25.64,,,4008,2009,,,2393,3340
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 36 Precinct 01,Total,836,194,23.21,,,164,30,,,117,69
Ward 36 Precinct 02,Total,858,169,19.70,,,134,34,,,109,47
Ward 36 Precinct 04,Total,930,158,16.99,,,123,35,,,108,44
Ward 36 Precinct 06,Total,775,141,18.19,,,108,32,,,98,37
Ward 36 Precinct 07,Total,827,296,35.79,,,256,38,,,176,101
Ward 36 Precinct 08,Total,718,128,17.83,,,102,26,,,77,43
Ward 36 Precinct 09,Total,858,119,13.87,,,92,23,,,86,28
Ward 36 Precinct 10,Total,974,239,24.54,,,191,44,,,142,90
Ward 36 Precinct 11,Total,640,118,18.44,,,94,24,,,72,43
Ward 36 Precinct 13,Total,636,116,18.24,,,86,30,,,73,39
Ward 36 Precinct 14,Total,793,245,30.90,,,200,44,,,155,82
Ward 36 Precinct 15,Total,812,211,25.99,,,180,30,,,128,73
Ward 36 Precinct 16,Total,799,223,27.91,,,192,31,,,119,95
Ward 36 Precinct 18,Total,840,248,29.52,,,194,54,,,133,102
Ward 36 Precinct 19,Total,984,207,21.04,,,174,32,,,139,61
Ward 36 Precinct 20,Total,868,226,26.04,,,195,31,,,134,87
Ward 36 Precinct 21,Total,857,139,16.22,,,109,30,,,93,40
Ward 36 Precinct 22,Total,787,131,16.65,,,103,27,,,69,52
Ward 36 Precinct 23,Total,865,130,15.03,,,105,25,,,88,33
Ward 36 Precinct 24,Total,940,187,19.89,,,156,31,,,120,57
Ward 36 Precinct 25,Total,898,139,15.48,,,109,29,,,104,27
Ward 36 Precinct 26,Total,817,202,24.72,,,175,25,,,125,71
Ward 36 Precinct 27,Total,802,196,24.44,,,160,36,,,124,58
Ward 36 Precinct 28,Total,828,185,22.34,,,154,30,,,121,56
Ward 36 Precinct 29,Total,883,245,27.75,,,209,36,,,147,87
Ward 36 Precinct 30,Total,830,188,22.65,,,153,34,,,110,68
,,,,,,,,,,,,
Ward 36,Total,21655,4780,22.07,,,3918,841,,,2967,1590
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 37 Precinct 01,Total,758,190,25.07,,,106,78,,,136,41
Ward 37 Precinct 03,Total,700,132,18.86,,,97,32,,,119,11
Ward 37 Precinct 04,Total,716,133,18.58,,,91,40,,,111,16
Ward 37 Precinct 06,Total,794,218,27.46,,,166,50,,,182,26
Ward 37 Precinct 07,Total,688,146,21.22,,,119,26,,,119,19
Ward 37 Precinct 11,Total,649,129,19.88,,,92,37,,,108,11
Ward 37 Precinct 13,Total,687,128,18.63,,,83,45,,,109,14
Ward 37 Precinct 15,Total,825,236,28.61,,,165,71,,,196,28
Ward 37 Precinct 16,Total,823,210,25.52,,,137,73,,,176,27
Ward 37 Precinct 18,Total,749,197,26.30,,,151,45,,,164,26
Ward 37 Precinct 19,Total,790,121,15.32,,,94,27,,,104,13
Ward 37 Precinct 20,Total,739,135,18.27,,,100,34,,,115,14
Ward 37 Precinct 21,Total,782,172,21.99,,,127,43,,,144,18
Ward 37 Precinct 23,Total,737,206,27.95,,,158,48,,,174,23
Ward 37 Precinct 24,Total,798,221,27.69,,,166,54,,,182,31
Ward 37 Precinct 25,Total,736,189,25.68,,,145,42,,,160,23
Ward 37 Precinct 26,Total,846,274,32.39,,,191,79,,,225,45
Ward 37 Precinct 27,Total,783,212,27.08,,,134,77,,,175,25
Ward 37 Precinct 28,Total,701,142,20.26,,,92,48,,,126,16
Ward 37 Precinct 30,Total,843,184,21.83,,,152,32,,,158,15
Ward 37 Precinct 31,Total,844,199,23.58,,,127,72,,,162,29
Ward 37 Precinct 32,Total,699,184,26.32,,,136,47,,,153,23
Ward 37 Precinct 33,Total,813,233,28.66,,,165,67,,,203,18
Ward 37 Precinct 34,Total,789,198,25.10,,,138,59,,,171,16
Ward 37 Precinct 37,Total,1051,243,23.12,,,177,66,,,197,39
Ward 37 Precinct 39,Total,753,189,25.10,,,135,52,,,155,21
Ward 37 Precinct 41,Total,749,194,25.90,,,156,38,,,166,23
,,,,,,,,,,,,
Ward 37,Total,20842,5015,24.06,,,3600,1382,,,4190,611
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 38 Precinct 02,Total,761,336,44.15,,,296,34,,,218,91
Ward 38 Precinct 03,Total,923,213,23.08,,,182,30,,,139,69
Ward 38 Precinct 04,Total,795,240,30.19,,,202,38,,,134,100
Ward 38 Precinct 05,Total,807,217,26.89,,,179,38,,,118,78
Ward 38 Precinct 06,Total,894,208,23.27,,,179,28,,,122,76
Ward 38 Precinct 07,Total,809,235,29.05,,,213,21,,,144,81
Ward 38 Precinct 08,Total,817,217,26.56,,,166,50,,,117,88
Ward 38 Precinct 09,Total,872,284,32.57,,,249,34,,,160,110
Ward 38 Precinct 10,Total,763,187,24.51,,,164,22,,,96,84
Ward 38 Precinct 11,Total,690,194,28.12,,,153,40,,,97,93
Ward 38 Precinct 12,Total,830,240,28.92,,,217,22,,,131,89
Ward 38 Precinct 13,Total,880,260,29.55,,,222,37,,,146,105
Ward 38 Precinct 16,Total,804,277,34.45,,,239,38,,,144,117
Ward 38 Precinct 17,Total,947,319,33.69,,,288,29,,,182,114
Ward 38 Precinct 19,Total,919,289,31.45,,,229,59,,,175,100
Ward 38 Precinct 20,Total,837,257,30.70,,,231,23,,,156,89
Ward 38 Precinct 21,Total,782,201,25.70,,,149,51,,,105,87
Ward 38 Precinct 23,Total,785,267,34.01,,,213,54,,,133,126
Ward 38 Precinct 24,Total,816,261,31.99,,,227,33,,,143,101
Ward 38 Precinct 25,Total,763,194,25.43,,,164,30,,,117,68
Ward 38 Precinct 26,Total,854,244,28.57,,,197,42,,,126,113
Ward 38 Precinct 27,Total,880,224,25.45,,,186,36,,,124,86
Ward 38 Precinct 30,Total,903,236,26.14,,,195,41,,,136,83
Ward 38 Precinct 33,Total,851,217,25.50,,,162,52,,,101,95
Ward 38 Precinct 34,Total,824,266,32.28,,,202,64,,,136,119
Ward 38 Precinct 36,Total,736,215,29.21,,,172,43,,,108,98
Ward 38 Precinct 37,Total,795,238,29.94,,,202,35,,,141,88
Ward 38 Precinct 38,Total,788,233,29.57,,,204,29,,,142,75
Ward 38 Precinct 40,Total,771,245,31.78,,,203,42,,,127,109
,,,,,,,,,,,,
Ward 38,Total,23896,7014,29.35,,,5885,1095,,,3918,2732
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 39 Precinct 01,Total,671,332,49.48,,,277,52,,,144,172
Ward 39 Precinct 02,Total,755,376,49.80,,,255,110,,,186,146
Ward 39 Precinct 03,Total,790,324,41.01,,,260,61,,,117,189
Ward 39 Precinct 04,Total,674,344,51.04,,,297,44,,,174,156
Ward 39 Precinct 05,Total,766,292,38.12,,,230,61,,,134,149
Ward 39 Precinct 06,Total,871,267,30.65,,,204,57,,,125,133
Ward 39 Precinct 08,Total,893,344,38.52,,,250,81,,,157,150
Ward 39 Precinct 09,Total,838,280,33.41,,,205,72,,,132,125
Ward 39 Precinct 11,Total,736,295,40.08,,,239,50,,,147,140
Ward 39 Precinct 12,Total,1121,324,28.90,,,227,95,,,125,187
Ward 39 Precinct 13,Total,806,224,27.79,,,163,59,,,107,104
Ward 39 Precinct 14,Total,796,300,37.69,,,246,54,,,132,153
Ward 39 Precinct 15,Total,861,356,41.35,,,310,43,,,186,148
Ward 39 Precinct 16,Total,849,167,19.67,,,120,45,,,79,81
Ward 39 Precinct 17,Total,755,362,47.95,,,289,68,,,143,200
Ward 39 Precinct 18,Total,784,297,37.88,,,213,82,,,107,168
Ward 39 Precinct 20,Total,928,405,43.64,,,343,59,,,226,160
Ward 39 Precinct 21,Total,742,287,38.68,,,244,39,,,153,122
Ward 39 Precinct 22,Total,804,200,24.88,,,129,66,,,59,126
Ward 39 Precinct 23,Total,719,357,49.65,,,319,34,,,190,153
Ward 39 Precinct 24,Total,878,456,51.94,,,396,57,,,250,181
Ward 39 Precinct 25,Total,777,181,23.29,,,119,56,,,87,83
Ward 39 Precinct 26,Total,773,319,41.27,,,264,52,,,155,152
Ward 39 Precinct 27,Total,111,60,54.05,,,50,10,,,22,34
Ward 39 Precinct 28,Total,905,420,46.41,,,322,96,,,151,255
Ward 39 Precinct 32,Total,793,250,31.53,,,184,61,,,119,109
Ward 39 Precinct 33,Total,954,345,36.16,,,232,108,,,137,180
Ward 39 Precinct 34,Total,939,275,29.29,,,192,77,,,127,131
Ward 39 Precinct 35,Total,815,306,37.55,,,220,81,,,107,174
Ward 39 Precinct 36,Total,284,72,25.35,,,54,18,,,35,33
Ward 39 Precinct 37,Total,628,348,55.41,,,272,71,,,143,184
Ward 39 Precinct 38,Total,371,212,57.14,,,167,42,,,77,120
Ward 39 Precinct 39,Total,461,229,49.67,,,186,41,,,111,97
Ward 39 Precinct 40,Total,752,313,41.62,,,260,48,,,142,146
Ward 39 Precinct 41,Total,763,387,50.72,,,316,64,,,186,171
Ward 39 Precinct 42,Total,703,402,57.18,,,332,61,,,185,193
Ward 39 Precinct 43,Total,753,349,46.35,,,298,46,,,173,149
Ward 39 Precinct 44,Total,547,303,55.39,,,246,55,,,139,147
,,,,,,,,,,,,
Ward 39,Total,28366,11360,40.05,,,8930,2276,,,5169,5501
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 40 Precinct 01,Total,865,296,34.22,,,212,74,,,128,145
Ward 40 Precinct 02,Total,840,311,37.02,,,235,74,,,129,166
Ward 40 Precinct 03,Total,946,421,44.50,,,297,119,,,113,288
Ward 40 Precinct 04,Total,554,229,41.34,,,155,63,,,96,113
Ward 40 Precinct 05,Total,828,382,46.14,,,270,106,,,121,233
Ward 40 Precinct 06,Total,870,417,47.93,,,275,140,,,92,309
Ward 40 Precinct 08,Total,939,441,46.96,,,305,135,,,110,320
Ward 40 Precinct 11,Total,792,386,48.74,,,297,87,,,97,284
Ward 40 Precinct 14,Total,848,225,26.53,,,161,50,,,98,113
Ward 40 Precinct 15,Total,876,306,34.93,,,216,84,,,135,154
Ward 40 Precinct 16,Total,907,485,53.47,,,343,141,,,108,366
Ward 40 Precinct 17,Total,725,341,47.03,,,238,96,,,111,210
Ward 40 Precinct 20,Total,922,300,32.54,,,205,86,,,121,156
Ward 40 Precinct 24,Total,878,258,29.38,,,155,98,,,109,129
Ward 40 Precinct 25,Total,846,440,52.01,,,312,127,,,115,301
Ward 40 Precinct 27,Total,1103,431,39.08,,,284,140,,,181,232
Ward 40 Precinct 28,Total,857,371,43.29,,,234,135,,,139,208
Ward 40 Precinct 29,Total,805,383,47.58,,,280,92,,,158,201
Ward 40 Precinct 30,Total,696,405,58.19,,,277,120,,,159,218
Ward 40 Precinct 33,Total,694,403,58.07,,,278,122,,,121,259
Ward 40 Precinct 34,Total,798,274,34.34,,,191,73,,,124,125
Ward 40 Precinct 35,Total,789,184,23.32,,,114,67,,,106,70
Ward 40 Precinct 36,Total,686,355,51.75,,,265,82,,,137,196
Ward 40 Precinct 38,Total,877,403,45.95,,,274,127,,,110,283
Ward 40 Precinct 39,Total,405,77,19.01,,,58,19,,,39,34
,,,,,,,,,,,,
Ward 40,Total,20346,8524,41.90,,,5931,2457,,,2957,5113
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 41 Precinct 01,Total,729,272,37.31,,,247,22,,,179,86
Ward 41 Precinct 03,Total,776,316,40.72,,,271,45,,,177,124
Ward 41 Precinct 05,Total,931,318,34.16,,,279,38,,,174,128
Ward 41 Precinct 06,Total,792,376,47.47,,,328,44,,,176,182
Ward 41 Precinct 07,Total,786,353,44.91,,,311,40,,,184,148
Ward 41 Precinct 08,Total,721,334,46.32,,,297,33,,,197,122
Ward 41 Precinct 09,Total,764,295,38.61,,,251,43,,,146,131
Ward 41 Precinct 10,Total,730,393,53.84,,,350,40,,,205,167
Ward 41 Precinct 12,Total,891,303,34.01,,,254,46,,,159,118
Ward 41 Precinct 13,Total,905,377,41.66,,,318,58,,,212,145
Ward 41 Precinct 14,Total,750,374,49.87,,,331,40,,,171,191
Ward 41 Precinct 15,Total,936,409,43.70,,,367,42,,,208,176
Ward 41 Precinct 16,Total,762,306,40.16,,,283,22,,,199,92
Ward 41 Precinct 17,Total,739,331,44.79,,,270,58,,,175,133
Ward 41 Precinct 18,Total,706,294,41.64,,,259,35,,,186,93
Ward 41 Precinct 19,Total,801,362,45.19,,,319,41,,,187,163
Ward 41 Precinct 21,Total,789,322,40.81,,,281,39,,,195,111
Ward 41 Precinct 22,Total,816,369,45.22,,,338,28,,,210,143
Ward 41 Precinct 23,Total,882,289,32.77,,,247,41,,,188,84
Ward 41 Precinct 24,Total,792,268,33.84,,,233,32,,,167,82
Ward 41 Precinct 25,Total,983,120,12.21,,,100,19,,,65,53
Ward 41 Precinct 26,Total,701,278,39.66,,,250,27,,,153,110
Ward 41 Precinct 27,Total,868,179,20.62,,,146,33,,,106,56
Ward 41 Precinct 28,Total,991,192,19.37,,,139,51,,,107,71
Ward 41 Precinct 30,Total,778,301,38.69,,,255,45,,,171,120
Ward 41 Precinct 31,Total,791,426,53.86,,,326,99,,,257,144
Ward 41 Precinct 32,Total,655,251,38.32,,,217,33,,,130,107
Ward 41 Precinct 33,Total,760,292,38.42,,,257,35,,,176,92
Ward 41 Precinct 34,Total,710,298,41.97,,,265,33,,,176,105
Ward 41 Precinct 35,Total,887,413,46.56,,,390,22,,,243,145
Ward 41 Precinct 36,Total,738,324,43.90,,,281,40,,,174,129
Ward 41 Precinct 37,Total,864,349,40.39,,,304,43,,,202,134
Ward 41 Precinct 38,Total,773,273,35.32,,,246,27,,,161,92
Ward 41 Precinct 39,Total,786,336,42.75,,,290,46,,,167,155
Ward 41 Precinct 40,Total,823,348,42.28,,,316,29,,,206,126
Ward 41 Precinct 41,Total,804,341,42.41,,,310,31,,,224,92
Ward 41 Precinct 42,Total,756,304,40.21,,,262,41,,,162,119
Ward 41 Precinct 43,Total,813,327,40.22,,,288,37,,,188,128
Ward 41 Precinct 44,Total,767,345,44.98,,,310,35,,,199,129
Ward 41 Precinct 46,Total,759,318,41.90,,,282,34,,,165,134
Ward 41 Precinct 47,Total,828,329,39.73,,,292,35,,,157,157
,,,,,,,,,,,,
Ward 41,Total,32833,13005,39.61,,,11360,1582,,,7284,5017
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 42 Precinct 01,Total,763,328,42.99,,,277,49,,,135,155
Ward 42 Precinct 03,Total,938,243,25.91,,,199,42,,,94,123
Ward 42 Precinct 04,Total,1928,425,22.04,,,361,64,,,178,206
Ward 42 Precinct 05,Total,820,221,26.95,,,200,19,,,79,127
Ward 42 Precinct 06,Total,802,422,52.62,,,342,78,,,184,203
Ward 42 Precinct 08,Total,812,318,39.16,,,251,64,,,130,152
Ward 42 Precinct 09,Total,1321,273,20.67,,,223,49,,,106,140
Ward 42 Precinct 10,Total,1349,317,23.50,,,264,52,,,121,170
Ward 42 Precinct 11,Total,628,273,43.47,,,220,53,,,112,125
Ward 42 Precinct 12,Total,723,292,40.39,,,251,41,,,125,147
Ward 42 Precinct 14,Total,1242,266,21.42,,,230,36,,,99,139
Ward 42 Precinct 15,Total,1122,249,22.19,,,224,25,,,110,117
Ward 42 Precinct 16,Total,934,280,29.98,,,233,47,,,110,145
Ward 42 Precinct 17,Total,1342,330,24.59,,,285,44,,,124,170
Ward 42 Precinct 20,Total,1115,242,21.70,,,219,22,,,105,115
Ward 42 Precinct 22,Total,520,139,26.73,,,130,9,,,61,59
Ward 42 Precinct 23,Total,1061,307,28.93,,,262,44,,,117,153
Ward 42 Precinct 25,Total,1022,292,28.57,,,239,53,,,131,135
Ward 42 Precinct 26,Total,1389,341,24.55,,,276,65,,,138,167
Ward 42 Precinct 27,Total,617,254,41.17,,,210,44,,,104,126
Ward 42 Precinct 28,Total,929,396,42.63,,,330,66,,,203,163
Ward 42 Precinct 29,Total,964,281,29.15,,,231,50,,,118,134
Ward 42 Precinct 30,Total,669,355,53.06,,,303,50,,,132,182
Ward 42 Precinct 31,Total,1113,318,28.57,,,257,59,,,125,156
Ward 42 Precinct 32,Total,1161,259,22.31,,,230,29,,,106,115
Ward 42 Precinct 33,Total,1102,317,28.77,,,235,81,,,125,171
Ward 42 Precinct 35,Total,1148,328,28.57,,,275,52,,,145,162
Ward 42 Precinct 36,Total,1695,333,19.65,,,288,44,,,136,159
Ward 42 Precinct 37,Total,733,194,26.47,,,174,20,,,76,100
Ward 42 Precinct 38,Total,875,262,29.94,,,228,34,,,98,141
Ward 42 Precinct 40,Total,1237,317,25.63,,,253,62,,,150,139
Ward 42 Precinct 41,Total,981,262,26.71,,,216,45,,,97,143
,,,,,,,,,,,,
Ward 42,Total,33055,9434,28.54,,,7916,1492,,,3874,4639
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 43 Precinct 01,Total,457,219,47.92,,,183,35,,,93,109
Ward 43 Precinct 02,Total,846,338,39.95,,,280,58,,,106,200
Ward 43 Precinct 03,Total,840,329,39.17,,,286,41,,,97,197
Ward 43 Precinct 05,Total,741,297,40.08,,,267,29,,,94,164
Ward 43 Precinct 08,Total,628,241,38.38,,,194,46,,,87,130
Ward 43 Precinct 09,Total,889,371,41.73,,,316,54,,,147,186
Ward 43 Precinct 10,Total,1018,425,41.75,,,369,55,,,131,240
Ward 43 Precinct 11,Total,861,246,28.57,,,207,38,,,87,124
Ward 43 Precinct 12,Total,572,217,37.94,,,175,41,,,81,108
Ward 43 Precinct 13,Total,769,303,39.40,,,228,70,,,126,143
Ward 43 Precinct 14,Total,816,427,52.33,,,381,42,,,115,270
Ward 43 Precinct 17,Total,675,251,37.19,,,206,41,,,78,134
Ward 43 Precinct 19,Total,909,362,39.82,,,305,54,,,113,202
Ward 43 Precinct 21,Total,983,290,29.50,,,248,42,,,104,161
Ward 43 Precinct 22,Total,589,200,33.96,,,165,33,,,53,122
Ward 43 Precinct 23,Total,604,186,30.79,,,163,23,,,67,104
Ward 43 Precinct 24,Total,757,263,34.74,,,208,53,,,102,134
Ward 43 Precinct 25,Total,631,307,48.65,,,250,53,,,97,179
Ward 43 Precinct 26,Total,536,286,53.36,,,233,51,,,95,160
Ward 43 Precinct 27,Total,814,350,43.00,,,288,60,,,108,209
Ward 43 Precinct 28,Total,1160,390,33.62,,,320,68,,,135,218
Ward 43 Precinct 30,Total,925,326,35.24,,,273,47,,,102,186
Ward 43 Precinct 31,Total,903,349,38.65,,,285,56,,,154,167
Ward 43 Precinct 32,Total,829,325,39.20,,,257,66,,,104,177
Ward 43 Precinct 33,Total,824,360,43.69,,,296,61,,,132,190
Ward 43 Precinct 34,Total,569,264,46.40,,,213,47,,,93,133
Ward 43 Precinct 35,Total,925,368,39.78,,,303,63,,,124,207
Ward 43 Precinct 36,Total,514,120,23.35,,,93,27,,,48,64
Ward 43 Precinct 37,Total,996,259,26.00,,,205,53,,,69,161
Ward 43 Precinct 38,Total,716,310,43.30,,,263,45,,,109,169
Ward 43 Precinct 39,Total,861,200,23.23,,,170,27,,,65,111
Ward 43 Precinct 40,Total,651,193,29.65,,,144,49,,,75,102
Ward 43 Precinct 42,Total,816,257,31.50,,,208,48,,,97,144
Ward 43 Precinct 43,Total,771,336,43.58,,,282,52,,,120,185
Ward 43 Precinct 44,Total,826,293,35.47,,,239,51,,,89,175
Ward 43 Precinct 46,Total,506,153,30.24,,,130,21,,,44,94
,,,,,,,,,,,,
Ward 43,Total,27727,10411,37.55,,,8633,1700,,,3541,5759
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 44 Precinct 01,Total,1286,479,37.25,,,384,89,,,162,291
Ward 44 Precinct 04,Total,809,302,37.33,,,248,53,,,112,166
Ward 44 Precinct 05,Total,1001,310,30.97,,,237,73,,,103,192
Ward 44 Precinct 06,Total,1061,378,35.63,,,281,94,,,106,243
Ward 44 Precinct 08,Total,1258,385,30.60,,,301,84,,,124,232
Ward 44 Precinct 09,Total,877,280,31.93,,,235,45,,,72,189
Ward 44 Precinct 10,Total,966,255,26.40,,,217,38,,,55,174
Ward 44 Precinct 11,Total,979,318,32.48,,,265,53,,,99,188
Ward 44 Precinct 13,Total,804,219,27.24,,,191,28,,,64,144
Ward 44 Precinct 15,Total,822,298,36.25,,,230,67,,,91,190
Ward 44 Precinct 16,Total,979,322,32.89,,,267,55,,,82,212
Ward 44 Precinct 17,Total,1116,439,39.34,,,344,95,,,145,271
Ward 44 Precinct 18,Total,1055,234,22.18,,,184,49,,,74,148
Ward 44 Precinct 19,Total,1016,387,38.09,,,310,77,,,112,245
Ward 44 Precinct 20,Total,982,231,23.52,,,187,43,,,58,164
Ward 44 Precinct 22,Total,901,393,43.62,,,319,73,,,124,245
Ward 44 Precinct 23,Total,897,237,26.42,,,173,63,,,69,152
Ward 44 Precinct 26,Total,1006,359,35.69,,,288,70,,,116,217
Ward 44 Precinct 27,Total,1012,347,34.29,,,279,67,,,91,235
Ward 44 Precinct 28,Total,871,237,27.21,,,184,53,,,68,153
Ward 44 Precinct 29,Total,998,289,28.96,,,228,61,,,88,181
Ward 44 Precinct 30,Total,1014,346,34.12,,,272,73,,,96,230
Ward 44 Precinct 31,Total,809,224,27.69,,,184,39,,,65,139
Ward 44 Precinct 32,Total,1035,344,33.24,,,262,82,,,95,231
Ward 44 Precinct 33,Total,874,275,31.46,,,218,57,,,72,190
Ward 44 Precinct 34,Total,934,360,38.54,,,300,58,,,138,203
Ward 44 Precinct 35,Total,1048,453,43.23,,,377,76,,,172,247
Ward 44 Precinct 38,Total,966,252,26.09,,,217,35,,,81,149
Ward 44 Precinct 39,Total,922,281,30.48,,,226,53,,,84,174
Ward 44 Precinct 40,Total,873,289,33.10,,,229,58,,,89,172
Ward 44 Precinct 41,Total,1196,351,29.35,,,252,97,,,121,198
,,,,,,,,,,,,
Ward 44,Total,30367,9874,32.52,,,7889,1958,,,3028,6165
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 45 Precinct 01,Total,574,227,39.55,,,166,61,,,80,137
Ward 45 Precinct 02,Total,712,250,35.11,,,162,88,,,78,160
Ward 45 Precinct 03,Total,637,251,39.40,,,198,53,,,99,145
Ward 45 Precinct 04,Total,835,349,41.80,,,272,76,,,134,203
Ward 45 Precinct 05,Total,743,316,42.53,,,261,53,,,128,175
Ward 45 Precinct 07,Total,1066,385,36.12,,,308,74,,,158,215
Ward 45 Precinct 08,Total,879,252,28.67,,,192,59,,,113,129
Ward 45 Precinct 09,Total,839,250,29.80,,,200,49,,,132,111
Ward 45 Precinct 10,Total,816,251,30.76,,,195,52,,,135,105
Ward 45 Precinct 12,Total,776,245,31.57,,,189,53,,,108,132
Ward 45 Precinct 13,Total,631,244,38.67,,,200,42,,,105,131
Ward 45 Precinct 15,Total,861,352,40.88,,,252,97,,,172,171
Ward 45 Precinct 17,Total,915,289,31.58,,,223,64,,,123,151
Ward 45 Precinct 18,Total,901,258,28.63,,,198,59,,,132,115
Ward 45 Precinct 19,Total,473,113,23.89,,,86,27,,,62,45
Ward 45 Precinct 20,Total,636,167,26.26,,,132,34,,,79,77
Ward 45 Precinct 21,Total,762,262,34.38,,,215,45,,,135,115
Ward 45 Precinct 23,Total,780,244,31.28,,,207,37,,,134,99
Ward 45 Precinct 24,Total,668,231,34.58,,,200,29,,,135,90
Ward 45 Precinct 25,Total,481,180,37.42,,,150,29,,,92,79
Ward 45 Precinct 27,Total,752,252,33.51,,,212,38,,,145,99
Ward 45 Precinct 28,Total,685,210,30.66,,,182,27,,,89,111
Ward 45 Precinct 29,Total,605,171,28.26,,,141,30,,,96,70
Ward 45 Precinct 30,Total,751,244,32.49,,,191,53,,,122,113
Ward 45 Precinct 31,Total,644,205,31.83,,,161,44,,,102,96
Ward 45 Precinct 32,Total,725,215,29.66,,,164,49,,,93,111
Ward 45 Precinct 33,Total,555,193,34.77,,,157,35,,,87,94
Ward 45 Precinct 34,Total,825,273,33.09,,,228,45,,,128,141
Ward 45 Precinct 35,Total,777,343,44.14,,,281,61,,,181,148
Ward 45 Precinct 36,Total,771,308,39.95,,,267,39,,,151,142
Ward 45 Precinct 37,Total,794,259,32.62,,,204,54,,,127,124
Ward 45 Precinct 38,Total,801,243,30.34,,,209,34,,,137,89
Ward 45 Precinct 40,Total,754,268,35.54,,,231,35,,,165,98
Ward 45 Precinct 41,Total,749,266,35.51,,,234,32,,,161,94
Ward 45 Precinct 43,Total,793,304,38.34,,,270,33,,,185,96
Ward 45 Precinct 44,Total,750,331,44.13,,,279,49,,,199,116
Ward 45 Precinct 45,Total,549,198,36.07,,,184,14,,,115,70
Ward 45 Precinct 46,Total,632,198,31.33,,,166,31,,,109,80
Ward 45 Precinct 47,Total,578,207,35.81,,,194,12,,,124,68
,,,,,,,,,,,,
Ward 45,Total,28475,9804,34.43,,,7961,1796,,,4850,4545
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 46 Precinct 01,Total,786,311,39.57,,,208,98,,,119,172
Ward 46 Precinct 05,Total,1096,325,29.65,,,242,81,,,90,221
